gene,residual_score,residual_std,gated_score,gated_std,residual_rank,gated_rank,rank_diff,abs_rank_diff
RPRM,0.44968945,0.14551358,0.52278054,0.1362331,2391.0,1397.0,994.0,994.0
ZC3H15,0.4495796,0.119267024,0.48600495,0.09526836,2392.0,2039.0,353.0,353.0
LHX2,0.44955721,0.14129019,0.5512578,0.104150005,2393.0,952.0,1441.0,1441.0
ARL4A,0.4493768,0.0977915,0.5009682,0.10594082,2394.0,1763.0,631.0,631.0
BLVRA,0.4493685,0.15195143,0.5322856,0.110925965,2395.0,1239.0,1156.0,1156.0
LY6E,0.44916862,0.12351896,0.5546872,0.10465593,2396.0,904.0,1492.0,1492.0
TPPP,0.44908527,0.12280085,0.49236158,0.12057125,2397.0,1933.0,464.0,464.0
FRMD6,0.4488139,0.09875904,0.53916717,0.10821326,2398.0,1134.0,1264.0,1264.0
SLITRK3,0.44870973,0.11738862,0.55438864,0.11937502,2399.0,908.0,1491.0,1491.0
CBX4,0.44869792,0.12400785,0.6005428,0.08965275,2400.0,364.0,2036.0,2036.0
ATP6AP2,0.44863996,0.14667931,0.5122601,0.08310931,2401.0,1587.0,814.0,814.0
HSD11B2,0.44853684,0.12657458,0.54327655,0.07244041,2402.0,1074.0,1328.0,1328.0
SAFB,0.44839662,0.18194638,0.54943496,0.07963143,2403.0,978.0,1425.0,1425.0
LOC80154,0.44838926,0.12599503,0.5351808,0.10283341,2404.0,1199.0,1205.0,1205.0
OGDH,0.44837484,0.12771307,0.42039162,0.109174356,2405.0,2747.0,-342.0,342.0
DCK,0.44828522,0.11258965,0.5022028,0.101739846,2406.0,1743.0,663.0,663.0
ZNF473CR,0.44828144,0.120335735,0.4784919,0.0808555,2407.0,2157.0,250.0,250.0
TGFBRAP1,0.44795972,0.15356825,0.5198182,0.06650251,2408.0,1446.0,962.0,962.0
CLNS1A,0.4479538,0.121998444,0.6767263,0.09586833,2409.0,28.0,2381.0,2381.0
MSANTD3,0.44794428,0.110186115,0.47255015,0.09398081,2410.0,2251.0,159.0,159.0
NORAD,0.44784692,0.199837,0.5838464,0.08413936,2411.0,532.0,1879.0,1879.0
ZNF516-DT,0.44766697,0.1412692,0.5068676,0.09078362,2412.0,1675.0,737.0,737.0
RBMY2FP,0.4474611,0.12588279,0.48949012,0.08586173,2413.0,1988.0,425.0,425.0
ARL2BP,0.44741628,0.14681758,0.62016267,0.0892603,2414.0,205.0,2209.0,2209.0
ENOX2,0.44738206,0.18372402,0.48513165,0.0746174,2415.0,2057.0,358.0,358.0
HVCN1,0.44722718,0.14154685,0.48869863,0.066294804,2416.0,2000.0,416.0,416.0
SNHG5,0.44722,0.16852033,0.4784697,0.10537216,2417.0,2158.0,259.0,259.0
C5orf15,0.44719335,0.13879584,0.49605232,0.11809818,2418.0,1860.0,558.0,558.0
NCRNA00258,0.4471416,0.14350131,0.61341673,0.07928169,2419.0,252.0,2167.0,2167.0
NUPL1,0.44699237,0.1272206,0.4948971,0.08646312,2420.0,1879.0,541.0,541.0
ASB10,0.4469855,0.14122196,0.60560405,0.09476452,2421.0,315.0,2106.0,2106.0
WASF2,0.44696727,0.12537947,0.5442036,0.11099177,2422.0,1062.0,1360.0,1360.0
INPP5F,0.44691056,0.13270764,0.57253003,0.095525816,2423.0,668.0,1755.0,1755.0
MCM8,0.44684726,0.10893599,0.4560901,0.091783695,2424.0,2464.0,-40.0,40.0
FABP5,0.4468336,0.11615609,0.56627935,0.09562852,2425.0,741.0,1684.0,1684.0
PFDN5,0.44682297,0.1181145,0.5761071,0.14553538,2426.0,617.0,1809.0,1809.0
TNIP2,0.44667107,0.15447965,0.55412,0.073923126,2427.0,913.0,1514.0,1514.0
ANXA8L1,0.44662946,0.14499378,0.6014097,0.101804085,2428.0,352.0,2076.0,2076.0
HOXC5,0.44652718,0.13815969,0.53917295,0.083189234,2429.0,1133.0,1296.0,1296.0
CDC25B,0.4465269,0.19036214,0.43175495,0.09611383,2430.0,2666.0,-236.0,236.0
GPR37L1,0.4465105,0.17311464,0.48497647,0.08785478,2431.0,2061.0,370.0,370.0
MICOS13,0.44645602,0.13997415,0.52539694,0.07817815,2432.0,1348.0,1084.0,1084.0
LMAN2,0.44645408,0.15867814,0.4591226,0.0793463,2433.0,2420.0,13.0,13.0
SCG5,0.4464149,0.13370866,0.5012717,0.12242711,2434.0,1760.0,674.0,674.0
ATPBD4,0.4462072,0.13603033,0.56341743,0.08221652,2435.0,777.0,1658.0,1658.0
ASIP,0.4459668,0.1611868,0.55120015,0.08777469,2436.0,953.0,1483.0,1483.0
ACTR5,0.44585085,0.1285487,0.54427874,0.104379304,2437.0,1059.0,1378.0,1378.0
FAM181B,0.44584835,0.08639611,0.50600094,0.07547888,2438.0,1684.0,754.0,754.0
OR3A1,0.44575614,0.15724494,0.48830402,0.07178141,2439.0,2005.0,434.0,434.0
GLS,0.44566414,0.117522374,0.42121646,0.08149448,2440.0,2743.0,-303.0,303.0
C13orf43,0.44562957,0.12162968,0.501878,0.09273549,2441.0,1751.0,690.0,690.0
SLC44A3,0.44555745,0.13580295,0.4927654,0.08258479,2442.0,1927.0,515.0,515.0
NPB,0.4454367,0.14112784,0.59836346,0.08792819,2443.0,379.0,2064.0,2064.0
FBXO44,0.44537315,0.15065779,0.4389076,0.13502733,2444.0,2615.0,-171.0,171.0
POLR2L,0.44527426,0.13262877,0.4408102,0.08722462,2445.0,2598.0,-153.0,153.0
TPTE2P2,0.44527137,0.13322762,0.46277696,0.084104694,2446.0,2369.0,77.0,77.0
TUBB6,0.44520608,0.17084509,0.4775719,0.08150395,2447.0,2169.0,278.0,278.0
SLC26A4,0.44503692,0.11557907,0.49126157,0.0689339,2448.0,1957.0,491.0,491.0
FMNL2,0.44488204,0.12888147,0.51379895,0.07755168,2449.0,1555.0,894.0,894.0
IRX4,0.44486144,0.11193687,0.4146472,0.07993575,2450.0,2788.0,-338.0,338.0
CNIH1,0.4448304,0.11277024,0.49585533,0.07611147,2451.0,1863.0,588.0,588.0
WDR38,0.4448192,0.1351401,0.523426,0.07799956,2452.0,1385.0,1067.0,1067.0
MYO1C,0.44481575,0.13590412,0.43719813,0.07741835,2453.0,2630.0,-177.0,177.0
SOCS7,0.44476217,0.10812886,0.55206305,0.08966043,2454.0,940.0,1514.0,1514.0
UGT1A9,0.44474798,0.11976195,0.4959675,0.11928338,2455.0,1862.0,593.0,593.0
ZNF530,0.44465643,0.09505365,0.5885775,0.1225416,2456.0,478.0,1978.0,1978.0
PREX2,0.4446065,0.12694888,0.41847482,0.0718838,2457.0,2756.0,-299.0,299.0
ARL1,0.4445753,0.16786858,0.51858646,0.0784318,2458.0,1461.0,997.0,997.0
SLC40A1,0.44451606,0.14335845,0.49685454,0.10736977,2459.0,1835.0,624.0,624.0
PLEKHO1,0.4444285,0.1507152,0.5373227,0.10779739,2460.0,1171.0,1289.0,1289.0
NUP205,0.44441843,0.16613811,0.5794818,0.08177594,2461.0,588.0,1873.0,1873.0
psiTPTE22,0.44441235,0.1036195,0.5834668,0.09418484,2462.0,537.0,1925.0,1925.0
UBE4A,0.44437587,0.11921603,0.42274776,0.088408425,2463.0,2733.0,-270.0,270.0
GSTM4,0.4441649,0.11412552,0.59482795,0.077516854,2464.0,419.0,2045.0,2045.0
MPP4,0.44411236,0.102295525,0.5083481,0.1039333,2465.0,1649.0,816.0,816.0
FPR2,0.44406858,0.13994998,0.32328397,0.08886456,2466.0,2998.0,-532.0,532.0
GLTPD2,0.44405347,0.11387362,0.54141706,0.12687372,2467.0,1096.0,1371.0,1371.0
KRTAP4-8,0.44401327,0.13301021,0.53070426,0.07723446,2468.0,1270.0,1198.0,1198.0
VAMP8,0.44370273,0.13759425,0.49293488,0.11868148,2469.0,1920.0,549.0,549.0
LPHN1,0.44366747,0.10508559,0.450582,0.1447138,2470.0,2518.0,-48.0,48.0
PRDM9,0.44364896,0.11803415,0.43647704,0.08911732,2471.0,2635.0,-164.0,164.0
KRTAP13-1,0.44353393,0.13315955,0.53806806,0.094047226,2472.0,1150.0,1322.0,1322.0
GEM,0.44344127,0.13725376,0.44882727,0.099615216,2473.0,2536.0,-63.0,63.0
HEXD,0.44315478,0.14442676,0.57564646,0.08408728,2474.0,628.0,1846.0,1846.0
SCG3,0.44308168,0.14447252,0.43700406,0.090264335,2475.0,2631.0,-156.0,156.0
LRRC69,0.44307825,0.1639556,0.6106576,0.08831953,2476.0,271.0,2205.0,2205.0
GBA3,0.44305182,0.17789267,0.43258873,0.07972676,2477.0,2658.0,-181.0,181.0
ATP5F1A,0.4429984,0.13961296,0.53144383,0.0950017,2478.0,1253.0,1225.0,1225.0
FLJ41130,0.4429716,0.11060211,0.40041202,0.06362281,2479.0,2864.0,-385.0,385.0
CH25H,0.4425092,0.14302626,0.51139826,0.086265944,2480.0,1602.0,878.0,878.0
PHYHIP,0.4421501,0.11207192,0.6264559,0.08739427,2481.0,182.0,2299.0,2299.0
DEFB109A,0.44179013,0.1219128,0.5114589,0.07927441,2482.0,1600.0,882.0,882.0
LBX2,0.44177532,0.15395324,0.6131208,0.10281961,2483.0,256.0,2227.0,2227.0
LRRC46,0.44165924,0.13059528,0.5676876,0.09148205,2484.0,725.0,1759.0,1759.0
C15orf21,0.44161573,0.12652141,0.563838,0.07107861,2485.0,770.0,1715.0,1715.0
CCR6,0.44160146,0.13392042,0.47926006,0.09501332,2486.0,2143.0,343.0,343.0
OTUD7A,0.4415843,0.1151156,0.44654474,0.08134713,2487.0,2560.0,-73.0,73.0
CT45A5,0.44132882,0.13935325,0.5610698,0.0820689,2488.0,811.0,1677.0,1677.0
CDX1,0.4409281,0.12236669,0.57949346,0.08672194,2489.0,586.0,1903.0,1903.0
SLC26A7,0.44070488,0.13267717,0.56567717,0.0890068,2490.0,746.0,1744.0,1744.0
LINC01602,0.44043773,0.11747235,0.35808098,0.091455474,2491.0,2977.0,-486.0,486.0
RABGAP1,0.44029415,0.13181637,0.6668934,0.098730914,2492.0,45.0,2447.0,2447.0
UBE2S,0.4402811,0.15331015,0.44729245,0.117582366,2493.0,2550.0,-57.0,57.0
CFDP1,0.44014722,0.13032627,0.40796426,0.08962476,2494.0,2822.0,-328.0,328.0
FCN2,0.44013685,0.13206984,0.50946504,0.11575693,2495.0,1633.0,862.0,862.0
APEX1,0.4400667,0.112025395,0.47036153,0.071971215,2496.0,2289.0,207.0,207.0
RFC5,0.43998623,0.13593514,0.49721634,0.12620464,2497.0,1828.0,669.0,669.0
LINC02120,0.4399854,0.14524741,0.44073567,0.073680736,2498.0,2601.0,-103.0,103.0
COX7B,0.43995276,0.2155432,0.5111108,0.08025566,2499.0,1609.0,890.0,890.0
PIP5K1C,0.43992022,0.17383598,0.37464806,0.08421388,2500.0,2953.0,-453.0,453.0
LSM1,0.43983084,0.15042497,0.48231676,0.09602227,2501.0,2098.0,403.0,403.0
LRP12,0.43982434,0.13066015,0.5839817,0.09477999,2502.0,528.0,1974.0,1974.0
TMEM35B,0.4397645,0.10643436,0.46884894,0.0768717,2503.0,2307.0,196.0,196.0
PSMA4,0.43972734,0.15742265,0.45865843,0.112579376,2504.0,2425.0,79.0,79.0
NMU,0.43962544,0.11220244,0.48344797,0.098324254,2505.0,2085.0,420.0,420.0
TMEM88,0.43939534,0.11618627,0.6399401,0.10541725,2506.0,110.0,2396.0,2396.0
LOC100128035,0.43918133,0.13309538,0.5506368,0.09533833,2507.0,963.0,1544.0,1544.0
OR5P3,0.4390413,0.09959328,0.43053994,0.09360903,2508.0,2678.0,-170.0,170.0
TSPYL5,0.4390243,0.12130795,0.45529404,0.07749071,2509.0,2470.0,39.0,39.0
PNLIP,0.4388283,0.13019012,0.5374138,0.09841266,2510.0,1169.0,1341.0,1341.0
DRC1,0.4387006,0.118206985,0.48540944,0.07055046,2511.0,2051.0,460.0,460.0
DHX8,0.43868735,0.13635875,0.46957222,0.096051805,2512.0,2301.0,211.0,211.0
DNTTIP2,0.43867624,0.1271656,0.5489301,0.07860726,2513.0,987.0,1526.0,1526.0
BBOF1,0.43853873,0.10911214,0.49496138,0.09431324,2514.0,1877.0,637.0,637.0
TTTY6,0.43848303,0.118089706,0.4461658,0.101013266,2515.0,2564.0,-49.0,49.0
KPNA7,0.43845737,0.101068616,0.51627046,0.07636952,2516.0,1504.0,1012.0,1012.0
GDF2,0.4380798,0.11146501,0.4029356,0.10602176,2517.0,2852.0,-335.0,335.0
SNRPC,0.43801835,0.11133895,0.50537807,0.08840524,2518.0,1694.0,824.0,824.0
CYB5B,0.4379416,0.12313139,0.5453214,0.07436849,2519.0,1046.0,1473.0,1473.0
PLD4,0.43785545,0.11323434,0.57609,0.09348495,2520.0,618.0,1902.0,1902.0
MTIF2,0.4376437,0.13478765,0.50188434,0.11902084,2521.0,1750.0,771.0,771.0
CLK3,0.43730927,0.14973049,0.45783457,0.0969881,2522.0,2437.0,85.0,85.0
ADGRD1,0.43706393,0.11471819,0.53689647,0.087935954,2523.0,1178.0,1345.0,1345.0
MS4A5,0.43665245,0.12662533,0.40633392,0.08880888,2524.0,2831.0,-307.0,307.0
VPS35L,0.43659294,0.10855197,0.45794758,0.105204314,2525.0,2436.0,89.0,89.0
DDX5,0.43645453,0.10857105,0.46399772,0.08853285,2526.0,2357.0,169.0,169.0
ZNF292,0.4364364,0.114901945,0.53343683,0.09353615,2527.0,1224.0,1303.0,1303.0
PAGE2B,0.43640766,0.13937575,0.4568573,0.08726593,2528.0,2452.0,76.0,76.0
INPP4A,0.43639022,0.1278232,0.53084546,0.08936121,2529.0,1262.0,1267.0,1267.0
MANEA,0.43635267,0.09676816,0.6133382,0.093016654,2530.0,254.0,2276.0,2276.0
POFUT2,0.43632165,0.16455941,0.6699752,0.10098577,2531.0,38.0,2493.0,2493.0
METTL5,0.43621847,0.14541452,0.51444674,0.098688826,2532.0,1543.0,989.0,989.0
KIAA1098,0.43615052,0.12796122,0.5067617,0.0707771,2533.0,1676.0,857.0,857.0
EFCAB11,0.4361438,0.14391632,0.42330658,0.087679945,2534.0,2730.0,-196.0,196.0
MRPL53,0.43613335,0.10326683,0.51797307,0.087044574,2535.0,1475.0,1060.0,1060.0
FRS2,0.4360191,0.13991354,0.47329757,0.090140425,2536.0,2238.0,298.0,298.0
MAFG,0.43601397,0.14627276,0.47363347,0.07944317,2537.0,2232.0,305.0,305.0
CHRM3,0.43576023,0.10892049,0.45270765,0.08422579,2538.0,2495.0,43.0,43.0
FAM91A1,0.43570128,0.13989186,0.53417885,0.07838189,2539.0,1212.0,1327.0,1327.0
RETSAT,0.43569496,0.15531154,0.5356668,0.08670727,2540.0,1197.0,1343.0,1343.0
OR2G2,0.43566182,0.10720612,0.54799736,0.085712776,2541.0,1005.0,1536.0,1536.0
CDKN2AIPNL,0.43554676,0.1260475,0.5646858,0.09790706,2542.0,759.0,1783.0,1783.0
RBCK1,0.4355323,0.1419738,0.6025208,0.098897666,2543.0,344.0,2199.0,2199.0
SYCE2,0.43551847,0.13246948,0.51355296,0.14624876,2544.0,1558.0,986.0,986.0
STARD3NL,0.43529758,0.2125816,0.47389245,0.10184296,2545.0,2229.0,316.0,316.0
GRHL3,0.4352559,0.13346721,0.47496593,0.10092265,2546.0,2211.0,335.0,335.0
C8orf44,0.43519217,0.122474656,0.5004004,0.07848814,2547.0,1776.0,771.0,771.0
PRODH,0.4350713,0.12765382,0.55636656,0.083726756,2548.0,881.0,1667.0,1667.0
COA1,0.4350397,0.120873936,0.4111132,0.09686095,2549.0,2810.0,-261.0,261.0
KAZN,0.43499774,0.1531522,0.52214414,0.1035954,2550.0,1404.0,1146.0,1146.0
DISC1,0.4348801,0.17890984,0.52165216,0.07176554,2551.0,1414.0,1137.0,1137.0
PRAMEF10,0.43475047,0.11807459,0.5215416,0.09368035,2552.0,1416.0,1136.0,1136.0
GCH1,0.43437272,0.16687767,0.54143625,0.06828798,2553.0,1095.0,1458.0,1458.0
UGT2B10,0.43430486,0.13654551,0.4721397,0.0820199,2554.0,2256.0,298.0,298.0
ADAMTSL5,0.43379024,0.11658478,0.56583345,0.074253984,2555.0,745.0,1810.0,1810.0
CCL23,0.43378425,0.12877724,0.5347628,0.107229695,2556.0,1203.0,1353.0,1353.0
CD74,0.43370754,0.110838026,0.63896096,0.128365,2557.0,115.0,2442.0,2442.0
LINC01191,0.4337021,0.12660594,0.52154315,0.102906056,2558.0,1415.0,1143.0,1143.0
TUSC3,0.43357548,0.13717614,0.4788553,0.0726089,2559.0,2148.0,411.0,411.0
GIMAP5,0.43343073,0.12623101,0.42661858,0.08152941,2560.0,2711.0,-151.0,151.0
CRYGS,0.43336353,0.10928036,0.5740717,0.09658962,2561.0,641.0,1920.0,1920.0
DNAJB8,0.43310815,0.18670945,0.55419844,0.072024584,2562.0,912.0,1650.0,1650.0
FMN2,0.43257558,0.11068699,0.46102223,0.10104497,2563.0,2394.0,169.0,169.0
CHRM1,0.43226036,0.18935813,0.48901784,0.073651135,2564.0,1996.0,568.0,568.0
C11orf16,0.43219134,0.15262608,0.49421668,0.09273463,2565.0,1892.0,673.0,673.0
CCDC78,0.43208104,0.12931047,0.5330454,0.12804902,2566.0,1229.0,1337.0,1337.0
OR4D1,0.43194324,0.14771813,0.5297107,0.08622447,2567.0,1283.0,1284.0,1284.0
SMARCA5,0.43187696,0.11898609,0.5274601,0.086791694,2568.0,1319.0,1249.0,1249.0
MRPL17,0.43182966,0.117885746,0.47826928,0.07776325,2569.0,2161.0,408.0,408.0
LHCGR,0.43178886,0.16017514,0.40384766,0.08290121,2570.0,2846.0,-276.0,276.0
WDTC1,0.43178812,0.16105105,0.5780994,0.0691395,2571.0,596.0,1975.0,1975.0
TCAP,0.43172655,0.1507465,0.62428194,0.11789936,2572.0,188.0,2384.0,2384.0
MT1B,0.4316164,0.1374734,0.50874305,0.062034328,2573.0,1644.0,929.0,929.0
PTK6,0.43145236,0.14901075,0.581031,0.11371396,2574.0,568.0,2006.0,2006.0
TJAP1,0.43145192,0.11366435,0.503677,0.1006458,2575.0,1717.0,858.0,858.0
PPP6C,0.43141907,0.10472398,0.51913935,0.08131276,2576.0,1455.0,1121.0,1121.0
KPNA4,0.4310718,0.10541753,0.5155087,0.09115817,2577.0,1522.0,1055.0,1055.0
CYP51A1,0.4309016,0.13098128,0.5906279,0.0776208,2578.0,455.0,2123.0,2123.0
CXorf56,0.43086967,0.11653216,0.5242013,0.085178584,2579.0,1368.0,1211.0,1211.0
ALPG,0.4308267,0.17946565,0.4018874,0.093219995,2580.0,2858.0,-278.0,278.0
GOLGA2P3Y,0.43037942,0.124801,0.49310264,0.0992115,2581.0,1916.0,665.0,665.0
NOVA2,0.42996758,0.11652879,0.50434875,0.10620274,2582.0,1703.0,879.0,879.0
LIF,0.42988446,0.14061308,0.5140308,0.096254736,2583.0,1551.0,1032.0,1032.0
GAD2,0.4297522,0.14597927,0.6326526,0.0847052,2584.0,147.0,2437.0,2437.0
FLJ33630,0.42943448,0.114873044,0.57220215,0.07915094,2585.0,675.0,1910.0,1910.0
VN1R10P,0.42935377,0.106757894,0.63780326,0.09535121,2586.0,118.0,2468.0,2468.0
TSPYL2,0.4293094,0.10821513,0.57597554,0.08957887,2587.0,621.0,1966.0,1966.0
PLEKHF2,0.42921036,0.1023253,0.4297724,0.091971256,2588.0,2683.0,-95.0,95.0
OR9Q1,0.42917877,0.10831476,0.5199732,0.08435529,2589.0,1442.0,1147.0,1147.0
SLAMF7,0.42876515,0.120367944,0.45250645,0.13591318,2590.0,2500.0,90.0,90.0
PHKB,0.428749,0.10414538,0.547379,0.09427417,2591.0,1011.0,1580.0,1580.0
PPP1R14C,0.4287041,0.14176229,0.52055895,0.0893518,2592.0,1431.0,1161.0,1161.0
MED4,0.42865065,0.12453353,0.50177664,0.109605305,2593.0,1754.0,839.0,839.0
TCF7L1,0.42863965,0.15526578,0.43646076,0.083881624,2594.0,2637.0,-43.0,43.0
BHLHE22,0.42857045,0.15037654,0.6602199,0.09692032,2595.0,57.0,2538.0,2538.0
NFIA,0.42846006,0.11897838,0.49971834,0.08909193,2596.0,1791.0,805.0,805.0
TAS2R10,0.42837185,0.12243768,0.5017501,0.071106054,2597.0,1755.0,842.0,842.0
GDA,0.42826855,0.10584301,0.61242366,0.0744051,2598.0,260.0,2338.0,2338.0
DUSP27,0.42809623,0.123885125,0.51768243,0.09377122,2599.0,1482.0,1117.0,1117.0
PSMB3,0.4279883,0.10366337,0.4526826,0.09203506,2600.0,2496.0,104.0,104.0
PRTFDC1,0.42766982,0.119939804,0.5680264,0.088163875,2601.0,721.0,1880.0,1880.0
SPOPL,0.4273705,0.19138962,0.5776162,0.10278242,2602.0,601.0,2001.0,2001.0
BCAP29,0.4273359,0.11628367,0.52639395,0.08669618,2603.0,1331.0,1272.0,1272.0
CMTR2,0.42733064,0.13691714,0.49382025,0.090676256,2604.0,1899.0,705.0,705.0
RCC1,0.4271476,0.119380005,0.40480846,0.096850395,2605.0,2842.0,-237.0,237.0
UXT,0.42685583,0.16234964,0.52238464,0.09261721,2606.0,1401.0,1205.0,1205.0
LPO,0.42682734,0.113795124,0.52547336,0.092621304,2607.0,1346.0,1261.0,1261.0
MMP14,0.42660007,0.096397236,0.38513693,0.093408875,2608.0,2923.0,-315.0,315.0
RRH,0.42597738,0.13013062,0.4980065,0.08900671,2609.0,1815.0,794.0,794.0
HTR3D,0.42584154,0.12883735,0.6756799,0.07693649,2610.0,32.0,2578.0,2578.0
ANKRD30A,0.4255607,0.12059534,0.43349802,0.077372365,2611.0,2653.0,-42.0,42.0
IL13RA1,0.42536888,0.14673363,0.41338283,0.09927574,2612.0,2793.0,-181.0,181.0
SPDYE8P,0.42502898,0.12574245,0.45493308,0.12207298,2613.0,2475.0,138.0,138.0
GAGE12B,0.42480278,0.11667847,0.49485445,0.08225689,2614.0,1881.0,733.0,733.0
ITGAX,0.42477816,0.13080272,0.4050526,0.08831245,2615.0,2840.0,-225.0,225.0
SH2D4B,0.42476764,0.1290576,0.41819674,0.08813006,2616.0,2757.0,-141.0,141.0
CDRT15,0.424704,0.1067399,0.47827515,0.08670523,2617.0,2160.0,457.0,457.0
LLPH,0.42464668,0.12142507,0.46490645,0.07530064,2618.0,2348.0,270.0,270.0
PLEKHG3,0.42461488,0.12454858,0.44825402,0.14948688,2619.0,2541.0,78.0,78.0
SLC7A5P2,0.42451832,0.1156315,0.62862015,0.13069178,2620.0,171.0,2449.0,2449.0
GMNN,0.42427927,0.11835134,0.5964327,0.066789955,2621.0,399.0,2222.0,2222.0
PKLR,0.42409575,0.109181635,0.40914273,0.104665585,2622.0,2816.0,-194.0,194.0
PTPA,0.4239865,0.12891228,0.4925272,0.11223642,2623.0,1931.0,692.0,692.0
PIEZO1-AS1,0.42392117,0.097988844,0.5942788,0.082943834,2624.0,428.0,2196.0,2196.0
SH3BGRL,0.42386436,0.14683263,0.55034065,0.08193788,2625.0,968.0,1657.0,1657.0
HAUS2,0.42385945,0.15792853,0.45957989,0.091739595,2626.0,2410.0,216.0,216.0
CCDC15,0.42349797,0.11594756,0.5382323,0.089934975,2627.0,1147.0,1480.0,1480.0
LINC-PINT,0.4233561,0.15075599,0.57326025,0.10139045,2628.0,658.0,1970.0,1970.0
IFI30,0.42330122,0.10852131,0.51767635,0.083709225,2629.0,1483.0,1146.0,1146.0
TTC37,0.42328528,0.14419286,0.5639176,0.08304589,2630.0,767.0,1863.0,1863.0
RPL12P38,0.42327225,0.15836124,0.47893944,0.075089015,2631.0,2146.0,485.0,485.0
NKAIN4,0.42321226,0.1344557,0.45846444,0.09036723,2632.0,2429.0,203.0,203.0
GAK,0.42301458,0.12738037,0.4124469,0.10495958,2633.0,2804.0,-171.0,171.0
AMBRA1,0.42241132,0.1400587,0.5660757,0.08990278,2634.0,742.0,1892.0,1892.0
GP9,0.4224112,0.11330592,0.48373404,0.08104195,2635.0,2076.0,559.0,559.0
STIP1,0.42235222,0.099005915,0.5050854,0.08907099,2636.0,1696.0,940.0,940.0
FBN2,0.42217484,0.14486478,0.4580271,0.09355921,2637.0,2435.0,202.0,202.0
TBX15,0.4220983,0.11507412,0.4527375,0.09474093,2638.0,2494.0,144.0,144.0
PAPOLG,0.4218515,0.12325552,0.50525445,0.10913007,2639.0,1695.0,944.0,944.0
ZNF569,0.4215704,0.12890315,0.5648795,0.100521296,2640.0,755.0,1885.0,1885.0
HCP5,0.42152372,0.11679374,0.61509913,0.077865325,2641.0,237.0,2404.0,2404.0
SPAAR,0.42138028,0.15286677,0.52789026,0.11518611,2642.0,1313.0,1329.0,1329.0
CNP,0.42137983,0.11866456,0.46045393,0.08267824,2643.0,2398.0,245.0,245.0
POGLUT3,0.42125896,0.13771173,0.45525792,0.09012098,2644.0,2473.0,171.0,171.0
FAM90A8P,0.42064953,0.12221092,0.44945222,0.08102773,2645.0,2526.0,119.0,119.0
LINC00879,0.4206232,0.11499776,0.5406447,0.08799147,2646.0,1107.0,1539.0,1539.0
FAM83A-AS1,0.42060208,0.10863701,0.49727547,0.09283264,2647.0,1827.0,820.0,820.0
H2BC14,0.42049155,0.15990812,0.46109855,0.121342875,2648.0,2393.0,255.0,255.0
SPINT4,0.42039934,0.13827085,0.5182401,0.10714267,2649.0,1468.0,1181.0,1181.0
DIS3L,0.42033252,0.1017088,0.5345407,0.08786472,2650.0,1208.0,1442.0,1442.0
TMIGD2,0.420248,0.11165862,0.45609266,0.09000211,2651.0,2463.0,188.0,188.0
OR1M1,0.4200247,0.12329432,0.5008525,0.093830876,2652.0,1765.0,887.0,887.0
HMGB3P1,0.42001584,0.15152247,0.5281527,0.0985289,2653.0,1306.0,1347.0,1347.0
CPEB1,0.41987184,0.1705399,0.5192922,0.11129962,2654.0,1452.0,1202.0,1202.0
FAM222A,0.41977537,0.15566728,0.58970726,0.1069526,2655.0,464.0,2191.0,2191.0
C6orf47,0.41972718,0.13222603,0.3715572,0.096454404,2656.0,2963.0,-307.0,307.0
FGF12,0.41970697,0.123836346,0.5526878,0.113436505,2657.0,931.0,1726.0,1726.0
MGRN1,0.41970676,0.1270975,0.4601152,0.12739386,2658.0,2400.0,258.0,258.0
TOB2,0.4197039,0.1840003,0.46405584,0.074942365,2659.0,2356.0,303.0,303.0
CLDN5,0.4195466,0.10511753,0.56371844,0.13073528,2660.0,774.0,1886.0,1886.0
ZFC3H1,0.41890097,0.14085591,0.49432337,0.09195707,2661.0,1890.0,771.0,771.0
SHISA6,0.41884774,0.11658535,0.4285033,0.07052119,2662.0,2693.0,-31.0,31.0
LMBR1,0.41884482,0.10583257,0.5163086,0.09650798,2663.0,1503.0,1160.0,1160.0
SNORD4A,0.4186891,0.17942318,0.682877,0.12021065,2664.0,19.0,2645.0,2645.0
MCM4,0.41860926,0.14980179,0.4034254,0.0951376,2665.0,2849.0,-184.0,184.0
ABCC2,0.4185322,0.16330326,0.44749835,0.103962004,2666.0,2549.0,117.0,117.0
LINC01000,0.41851044,0.1407087,0.44800457,0.118834704,2667.0,2545.0,122.0,122.0
FRMD1,0.4184424,0.13496111,0.5733061,0.079171345,2668.0,655.0,2013.0,2013.0
C18orf54,0.41842994,0.1257347,0.5863085,0.092237316,2669.0,498.0,2171.0,2171.0
GUSBP15,0.4182239,0.11980418,0.4670529,0.12042963,2670.0,2323.0,347.0,347.0
NAT8B,0.41803226,0.12445772,0.37268767,0.082742,2671.0,2959.0,-288.0,288.0
ABCA11P,0.4179205,0.11771538,0.5689909,0.080389984,2672.0,711.0,1961.0,1961.0
PMEPA1,0.41780686,0.15606585,0.5956354,0.08129185,2673.0,410.0,2263.0,2263.0
RELB,0.41780132,0.13671502,0.61107296,0.07334289,2674.0,270.0,2404.0,2404.0
NXF5,0.41762003,0.1100915,0.45153567,0.088931166,2675.0,2513.0,162.0,162.0
